Type,Timestamp/ms,X,Y,Z
1,67007,0.4478302,1.2024994,9.738129
1,67065,0.39915466,1.1290741,9.371826
1,67124,0.4797516,1.1019287,9.838699
1,67185,0.47097778,1.1793518,9.604858
9,67246,0.5431999,1.1499951,9.723828
1,67247,0.49092102,1.096344,9.365433
1,67305,0.3975525,1.1147003,9.707016
1,67365,0.21958923,1.2176514,9.705414
1,67425,0.37042236,1.1554108,9.483551
9,67426,0.47899964,1.1416161,9.7281885
1,67484,0.3121643,1.1673889,9.72377
1,67545,0.43026733,1.1194916,9.59848
1,67605,0.451828,1.0652313,9.472382
9,67605,0.43495536,1.1402162,9.730422
1,67664,0.33210754,1.1314697,9.791611
1,67724,0.39276123,1.1386414,9.543411
1,67784,0.45581055,1.0325012,9.473175
1,67845,0.3688202,1.10672,9.840286
9,67846,0.4227191,1.1121432,9.73421
1,67905,0.33370972,1.1609955,9.408539
1,67965,0.44224548,1.0253143,9.611237
9,68025,0.38796926,1.122362,9.734484
1,68026,0.41351318,1.0931549,10.061356
1,68089,0.19883728,0.7691345,11.571289
1,68144,-0.45718384,0.30148315,14.824219
9,68207,-0.88519573,5.650984,7.96575
1,68207,-1.6598663,1.9191589,11.363007
1,68264,-0.94958496,4.3405,4.0981903
1,68324,1.9003143,7.5934143,-3.3334045
1,68384,0.77583313,8.897461,-1.3629761
1,68445,-0.46435547,9.510376,2.5627136
9,68446,-0.37879053,8.986797,3.9069636
1,68502,-1.4986572,9.416199,3.6536713
1,68564,-1.0692902,8.340408,6.061447
1,68623,-0.4986725,7.610977,6.5434723
9,68624,-0.5521354,7.952276,5.71199
1,68683,-0.5936432,7.796921,6.382263
1,68745,-0.87776184,8.126526,5.9752502
1,68802,-0.7245331,8.160049,5.379883
9,68803,-0.50856817,7.876535,5.8199596
1,68864,-0.58966064,8.194351,5.113327
1,68923,-0.5433655,8.077042,5.3655243
1,68983,-0.5513458,8.0052185,5.4253845
9,69044,-0.503659,7.880439,5.8151007
1,69045,-0.7588501,8.195953,5.73822
1,69103,-0.760437,8.152863,5.5953674
1,69162,-0.47314453,7.9812775,5.305664
1,69221,-0.6407318,8.161636,5.611328
9,69221,-0.49969932,7.87703,5.820059
1,69283,-0.72932434,8.10498,5.436554
1,69342,-0.5888519,8.018784,5.5546722
1,69403,-0.77001953,8.170425,5.675186
9,69403,-0.51372546,7.870219,5.8280463
1,69463,-0.57847595,8.052307,5.4820404
1,69522,-0.58647156,8.024368,5.4341583
1,69585,-0.77960205,8.14328,5.755783
9,69641,-0.50971043,7.880659,5.8142743
1,69641,-0.5848694,8.090607,5.457306
1,69703,-0.54177856,7.9948425,5.467682
1,69764,-0.7013855,8.136093,5.6895447
9,69823,-0.54825497,7.9478106,5.7185745
1,69823,-0.6263733,8.092209,5.371109
1,69882,-0.6008301,8.042725,5.6360626
1,69940,-0.7117615,8.106567,5.685547
1,70000,-0.45637512,8.00441,5.2689667
9,70000,-0.5774216,7.9769254,5.675002
1,70060,0.22198486,8.396271,1.7215576
1,70121,-0.9423981,5.4274597,0.60824585
1,70181,0.25071716,1.9271393,12.548126
1,70241,0.9354553,0.62628174,12.541748
9,70242,0.5606372,2.9352775,9.340248
1,70300,0.95539856,0.39485168,11.696594
1,70361,0.21798706,1.6334534,10.643143
9,70421,0.49600193,2.1681948,9.551089
1,70423,-0.070114136,2.4043884,8.916931
1,70481,0.11105347,2.397995,8.970398
1,70541,0.44224548,1.9215546,9.141983
9,70603,0.42463595,2.1346056,9.562088
1,70604,0.42070007,1.7531586,9.602463
1,70659,0.17250061,1.8265839,9.929672
1,70721,0.2419281,1.8321686,9.455612
1,70783,0.2794342,1.8688812,9.627197
9,70840,0.4350349,2.0752072,9.574688
1,70841,0.2419281,1.9191589,9.3367
1,70900,0.30976868,1.7930603,9.390976
1,70960,0.27464294,1.867279,9.722183
1,71020,0.20602417,1.9143677,9.4189
9,71021,0.4180688,2.064299,9.577801
1,71079,0.2618866,1.8337555,9.366241
1,71143,0.30337524,1.8489227,9.682266
1,71200,0.25230408,1.8664856,9.382202
9,71200,0.35201478,2.0666847,9.579942
1,71260,0.15493774,1.809021,9.370224
1,71320,0.05039978,1.9071808,9.801987
1,71379,0.23713684,1.8098145,9.711792
1,71439,0.6162262,-0.06802368,16.038086
9,71440,0.28171447,2.074477,9.580584
1,71503,-0.8035431,-0.78230286,13.482666
1,71558,-1.1778259,5.845642,-1.6925812
1,71621,-0.7572479,8.417023,-0.80033875
9,71622,-0.30347803,7.615243,6.171415
1,71679,-1.0222015,8.38031,1.9043121
1,71739,-1.6646576,5.0723114,2.2458801
9,71799,0.8357866,2.148385,9.531857
1,71800,0.43984985,-0.4981842,12.672623
1,71859,1.8085327,-3.2483215,19.135376
1,71920,-0.10282898,-1.1581879,14.365326
1,71977,-2.3924866,3.948639,6.580185
1,72037,-0.84503174,8.202347,-4.4235687
9,72038,0.30410966,5.9022264,7.825702
1,72100,-0.9894867,5.196823,3.0487366
1,72159,-0.06452942,1.3269958,10.76445
9,72218,0.69879556,1.4875687,9.667948
1,72219,1.1684875,-2.0608063,15.943115
1,72277,-0.41567993,-1.8022308,17.19049
1,72340,-2.3517914,3.1394043,8.172333
1,72399,-1.64151,7.451355,-2.6893616
9,72400,0.7748376,5.353794,8.179665
1,72458,-0.21376038,5.3747864,1.7359161
1,72518,-0.7995453,1.2424011,11.586456
1,72577,-0.15310669,-0.6466217,14.914398
9,72639,-0.17150071,1.6995238,9.656738
1,72639,-1.0541382,0.50737,13.723679
1,72698,-2.7276764,3.4259033,10.05896
1,72758,-1.328659,5.8240967,2.7454681
9,72818,0.81983364,3.790826,9.007102
1,72819,-0.24090576,4.5815125,3.6345215
1,72878,0.49650574,1.685318,11.175461
1,72938,-0.13156128,0.42836,13.133118
9,72998,0.4666129,2.3110335,9.519023
1,72999,-0.65748596,2.348526,10.054962
1,73058,-1.2424774,3.7610931,8.276077
1,73116,-0.518631,3.507309,8.172333
1,73179,-0.22653198,2.7922516,8.897781
9,73239,0.5619809,2.4584043,9.476857
1,73240,-0.33187866,2.5775604,9.664719
1,73298,-0.61120605,2.763504,9.591293
1,73357,-0.928833,3.042038,9.355057
1,73415,-0.9791107,3.1441956,9.273666
9,73416,0.2528384,2.5753953,9.459059
1,73477,-0.5497589,2.9789886,9.156342
1,73540,-1.0653076,3.0476227,9.0637665
1,73597,-1.1977844,3.2024536,9.314362
9,73601,-0.4285324,2.9431775,9.344755
1,73656,-1.7149353,3.4618225,8.896973
1,73715,-1.5369568,3.5935059,8.843506
1,73776,-1.675827,3.5081024,8.806
9,73836,-0.67775023,3.2334638,9.233405
1,73837,-1.4539642,3.619049,8.707031
1,73898,-1.8976898,3.7172089,8.802002
1,73956,-1.9790955,3.7610931,8.643188
1,74015,-1.8378296,3.8081818,8.645584
9,74016,-1.2007004,3.3755941,9.128749
1,74076,-2.1299286,3.6661224,8.846695
1,74136,-2.0221863,3.668518,8.740555
9,74196,-1.3391366,3.3989508,9.100781
1,74197,-2.3039093,3.68927,8.89299
1,74255,-2.0166016,3.8903809,8.751724
1,74315,-2.1881866,3.8185577,8.307205
1,74375,-1.9527588,3.7834473,8.738159
1,74434,-2.290329,3.823349,8.588913
9,74435,-1.3984942,3.4753704,9.062914
1,74495,-2.2001495,3.7778473,8.706238
1,74555,-2.2983093,3.8863983,8.823547
1,74613,-2.151474,3.8432922,8.559387
9,74614,-1.449447,3.5078735,9.042362
1,74676,-1.9806976,3.6772919,8.528259
1,74735,-2.153061,3.8081818,8.695053
9,74795,-1.4991665,3.5093422,9.033681
1,74795,-2.2815552,3.8480835,8.64798
1,74855,-2.1219482,3.7666779,8.647171
1,74916,-2.263214,3.7730713,8.81398
1,74975,-2.2711792,3.7866364,8.599289
9,75034,-1.7491424,3.6017218,8.95201
1,75035,-2.0541077,3.7898254,8.587326
1,75095,-2.2791595,3.7531128,8.802795
1,75154,-2.1155548,3.7068176,8.596909
9,75215,-1.9172616,3.6393402,8.90223
1,75215,-2.1554718,3.6461792,8.774078
1,75276,-2.2392578,3.7523193,8.758896
1,75335,-2.2017517,3.678894,8.582535
9,75394,-2.0281668,3.655076,8.871153
1,75394,-2.1578674,3.66214,8.765289
1,75454,-2.335022,3.771469,8.734161
1,75514,-2.165039,3.6453705,8.632019
1,75574,-2.1730194,3.6062775,8.771683
1,75634,-2.2943268,3.6988525,8.770081
9,75635,-2.099143,3.6587923,8.853091
1,75693,-2.1562653,3.5807343,8.627228
1,75753,-2.1131592,3.5807343,8.863449
9,75813,-2.1271982,3.6470933,8.851222
1,75814,-2.3190613,3.744339,8.692657
1,75873,-2.1187592,3.5719604,8.597687
1,75934,-2.1786041,3.5583954,8.94725
9,75994,-2.1295679,3.6323621,8.856708
1,75994,-2.354187,3.6693115,8.836319
1,76054,-2.0429382,3.5647736,8.749329
1,76116,-2.1403046,3.6349945,8.785248
1,76172,-2.1570587,3.6629333,8.674316
9,76233,-2.0678535,3.6540725,8.8624
1,76234,-1.8761444,3.6318054,8.70224
1,76294,-1.9479675,3.568756,8.790039
1,76354,-1.9798889,3.6725006,8.696655
1,76411,-1.9008789,3.5974884,8.645584
9,76412,-2.015413,3.6660762,8.86952
1,76471,-1.9687195,3.6198425,8.952042
1,76533,-2.0971985,3.6318054,8.778061
9,76593,-2.029121,3.6577709,8.869823
1,76594,-1.8912964,3.5536041,8.704636
1,76651,-1.9000854,3.6094666,8.839508
1,76711,-2.1873932,3.6198425,8.733368
1,76772,-1.9599304,3.5871277,8.786835
9,76832,-2.0368845,3.6262734,8.880971
1,76833,-2.1163635,3.6397858,8.917725
1,76892,-2.007019,3.6262207,8.65596
1,76951,-1.9184418,3.4817657,8.78125
9,77012,-2.0322328,3.6285217,8.881118
1,77013,-2.020584,3.5839233,8.892975
1,77071,-2.0237885,3.6493683,8.686279
1,77131,-1.9711151,3.5272522,8.68309
1,77191,-2.0126038,3.586319,9.021469
9,77192,-2.0208259,3.6092675,8.891561
1,77251,-1.938385,3.5440216,8.48996
1,77312,-1.5297852,3.3453064,8.446869
1,77370,-1.2839661,3.1162567,8.991943
9,77432,-1.400955,3.1036384,9.196474
1,77432,-0.8889313,2.5759735,8.087723
1,77491,-0.27999878,1.694107,10.312744
1,77551,-0.44441223,1.3772736,10.491516
1,77612,-0.25686646,1.3222046,9.972763
9,77612,-0.4441839,1.7547742,9.638145
1,77670,-0.12916565,1.4730377,9.758881
1,77730,-0.21536255,1.6270599,9.428482
9,77791,-0.45172593,1.9120142,9.607837
1,77792,-0.09086609,1.532898,9.2561035
1,77851,-0.011062622,1.5289001,9.593689
1,77910,-0.25447083,1.6286621,9.659134
1,77971,-0.15950012,1.5632172,9.410934
9,78031,-0.4967251,1.9310488,9.601808
1,78032,-0.18902588,1.6047211,9.643173
1,78090,-0.2768097,1.6909027,9.543411
1,78150,-0.17785645,1.5831604,9.49472
1,78209,-0.26724243,1.6518097,9.693451
9,78210,-0.5306602,1.9543003,9.595285
1,78272,-0.305542,1.774704,9.437271
1,78330,-0.26245117,1.635849,9.453217
1,78390,-0.3063507,1.78508,9.627197
9,78391,-0.59476465,2.0352352,9.574678
1,78449,-0.43164062,1.8824463,9.407745
1,78511,-0.22094727,1.6877136,9.454819
1,78571,-0.3270874,1.7699127,9.672699
9,78628,-0.5621456,2.0335572,9.577005
1,78629,-0.36380005,1.8592987,9.426086
1,78689,-0.23292542,1.6733551,9.531433
1,78749,-0.32789612,1.8385468,9.604858
1,78809,-0.3382721,1.8760681,9.346283
9,78810,-0.46455553,1.9722346,9.595044
1,78871,-0.22174072,1.7156525,9.524246
1,78929,-0.35102844,1.8273773,9.707001
1,78991,-0.29837036,1.8585052,9.338303
9,78992,-0.41067746,1.9357628,9.604923
1,79049,-0.20817566,1.7699127,9.480362
1,79108,-0.34465027,1.8441315,9.701431
1,79169,-0.30714417,1.8720703,9.260086
1,79227,-0.2648468,1.8082275,9.628006
9,79227,-0.3802714,1.9252694,9.608284
1,79288,-0.36140442,1.8848419,9.551392
1,79348,-0.2927704,1.8529205,9.38858
9,79409,-0.36907417,1.9231126,9.609152
1,79409,-0.27282715,1.8281708,9.57692
1,79468,-0.37496948,1.9031982,9.5585785
1,79529,-0.2233429,1.8473358,9.320755
9,79590,-0.34719428,1.917623,9.611065
1,79591,-0.29837036,1.8201904,9.666306
